date, pm25, pm10, o3, no2, so2, co
2016/12/26, 60, 38, 5, 49, 10, 
2016/12/27, 98, 38, 10, 54, 9, 
2016/12/28, 88, 36, 7, 49, 7, 
2016/12/29, 80, 38, 5, 48, 8, 
2016/12/30, 87, 38, 4, 54, 10, 
2016/12/31, 89, 36, 8, 33, 6, 
2017/1/1, 94, 33, 13, 29, 5, 
2017/1/2, 90, 28, 13, 30, 6, 
2016/7/2, 56, 21, 45, 27, 8, 
2016/7/3, 55, 27, 55, 14, 4, 
2016/7/4, 60, 38, 46, 23, 6, 
2016/7/5, 70, 25, 54, 25, 4, 
2016/7/6, 61, 31, 63, 25, 6, 
2016/7/7, 66, 23, 40, 25, 4, 
2016/7/8, 55, 27, 64, 35, 4, 
2016/7/9, 58, 25, 76, 24, 5, 
2016/7/10, 62, 34, 55, 30, 5, 
2016/7/11, 66, 25, 40, 33, 4, 
2016/7/12, 59, 19, 47, 27, 2, 
2016/7/13, 47, 16, 41, 15, 2, 
2016/7/14, 38, 14, 46, 16, 2, 
2016/7/15, 33, 17, 50, 19, 2, 
2016/7/16, 35, 27, 59, 28, 3, 
2016/7/17, 56, 25, 54, 20, 2, 
2016/7/18, 51, 26, 44, 26, 2, 
2016/7/19, 52, 36, 49, 26, 3, 
2016/7/20, 57, 72, 39, 32, 2, 
2016/7/21, 97, 33, 49, 36, 3, 
2016/7/22, 61, 24, 57, 24, 2, 
2016/7/23, 51, 12, 32, 9, 2, 
2016/7/24, 29, 14, 50, 10, 2, 
2016/7/25, 33, 17, 52, 15, 2, 
2016/7/26, 37, 28, 62, 25, 3, 
2016/7/27, 49, 31, 78, 30, 2, 
2016/7/28, 65, 29, 71, 25, 2, 
2016/7/29, 59, 36, 58, 34, 3, 
2016/7/30, 69, 40, 48, 27, 2, 
2016/7/31, 70, 23, 50, 17, 2, 
2016/8/1, 54, 22, 61, 17, 2, 
2016/8/2, 53, 30, 62, 28, 2, 
2016/8/3, 57, 36, 65, 38, 3, 
2016/8/4, 64, 29, 50, 30, 3, 
2016/8/5, 54, 17, 45, 13, 2, 
2016/8/6, 45, 16, 43, 14, 2, 
2016/8/7, 36, 19, 45, 14, 2, 
2016/8/8, 43, 26, 54, 23, 3, 
2016/8/9, 47, 26, 47, 26, 2, 
2016/8/10, 47, 14, 41, 10, 2, 
2016/8/11, 33, 15, 45, 13, 3, 
2016/8/12, 31, 25, 56, 18, 2, 
2016/8/13, 51, 23, 52, 16, 2, 
2016/8/14, 53, 20, 43, 13, 2, 
2016/8/15, 49, 29, 44, 16, 2, 
2016/8/16, 49, 43, 43, 26, 2, 
2016/8/17, 71, 37, 45, 29, 2, 
2016/8/18, 63, 27, 44, 23, 2, 
2016/8/19, 53, 23, 39, 23, 3, 
2016/8/20, 53, 17, 43, 14, 2, 
2016/8/21, 46, 30, 56, 14, 2, 
2016/8/22, 50, 30, 48, 21, 2, 
2016/8/23, 54, 33, 44, 26, 3, 
2016/8/24, 62, 25, 44, 22, 3, 
2016/8/25, 45, 22, 44, 23, 3, 
2016/8/26, 43, 30, 48, 23, 3, 
2016/8/27, 49, 39, 45, 22, 3, 
2016/8/28, 69, 56, 46, 30, 3, 
2016/8/29, 84, 33, 53, 25, 3, 
2016/8/30, 67, 29, 49, 21, 3, 
2016/8/31, 50, 34, 51, 26, 3, 
2016/9/1, 63, 33, 46, 24, 3, 
2016/9/2, 60, 31, 50, 36, 3, 
2016/9/3, 55, 35, 49, 39, 4, 
2016/9/4, 68, 44, 37, 39, 5, 
2016/9/5, 80, 54, 43, 41, 4, 
2016/9/6, 89, 48, 39, 44, 4, 
2016/9/7, 72, 52, 31, 47, 5, 
2016/9/8, 75, 46, 56, 36, 4, 
2016/9/9, 86, 30, 43, 26, 3, 
2016/9/10, 61, 25, 53, 20, 3, 
2016/9/11, 58, 29, 51, 24, 3, 
2016/9/12, 63, 38, 42, 35, 4, 
2016/9/13, 69, 31, 30, 21, 3, 
2016/9/14, 54, 13, 27, 21, 3, 
2016/9/15, 37, 14, 30, 26, 3, 
2016/9/16, 35, 16, 27, 26, 3, 
2016/9/17, 43, 13, 28, 16, 2, 
2016/9/18, 37, 15, 33, 16, 3, 
2016/9/19, 35, 19, 30, 26, 3, 
2016/9/20, 40, 20, 39, 29, 4, 
2016/9/21, 49, 27, 43, 36, 4, 
2016/9/22, 65, 30, 42, 41, 4, 
2016/9/23, 64, 34, 40, 43, 5, 
2016/9/24, 70, 34, 41, 36, 4, 
2016/9/25, 72, 35, 42, 35, 4, 
2016/9/26, 76, 36, 35, 27, 4, 
2016/9/27, 99, 39, 35, 23, 3, 
2016/9/28, 57, 25, 27, 16, 3, 
2016/9/29, 71, 33, 39, 28, 4, 
2016/9/30, 78, 39, 37, 34, 5, 
2016/10/1, 95, 32, 41, 36, 4, 
2016/4/2, 25, 15, 42, 21, 7, 
2016/4/3, 40, 17, 34, 22, 5, 
2016/4/4, 46, 13, 27, 27, 5, 
2016/4/5, 40, 12, 38, 21, 8, 
2016/4/6, 36, 11, 39, 23, 8, 
2016/4/7, 34, 14, 35, 26, 7, 
2016/4/8, 39, 9, 37, 18, 7, 
2016/4/9, 24, 14, 37, 22, 6, 
2016/4/10, 36, 13, 35, 15, 5, 
2016/4/11, 34, 13, 30, 20, 5, 
2016/4/12, 32, 12, 32, 24, 5, 
2016/4/13, 40, 12, 34, 23, 5, 
2016/4/14, 38, 18, 32, 27, 6, 
2016/4/15, 53, 21, 32, 30, 6, 
2016/4/16, 55, 10, 26, 19, 6, 
2016/4/17, 36, 9, 37, 18, 4, 
2016/4/18, 24, 13, 39, 22, 6, 
2016/4/19, 38, 17, 31, 26, 5, 
2016/4/20, 47, 13, 27, 29, 7, 
2016/4/21, 45, 12, 36, 23, 6, 
2016/4/22, 32, 16, 32, 30, 6, 
2016/4/23, 43, 18, 32, 27, 8, 
2016/4/24, 50, 9, 37, 18, 7, 
2016/4/25, 27, 13, 37, 23, 6, 
2016/4/26, 39, 17, 39, 31, 8, 
2016/4/27, 47, 23, 38, 33, 7, 
